	distance	height	weight	role	hot	age	description	name	online_state
578	1.1	171	68	1	5	28	找朋友，不喜欢419	wewewee	1
579	1.1	170	60	-1	29	28	"我是中年大叔，已婚，没钱没房。喜欢猴最好是中年，有点小胡须更好。35岁以上已婚者可以。问要照片者，请先发自己的。谢谢！
非诚勿扰！！"	瘦大叔2q	1
580	1.1	175	62	0	6	25	如花美眷，似水流年～	J兰梓	1
581	1.1	183	75	-1	5	30	你是男人我也爱	布寂寞人偶	1
582	1.1	173	63	1	48	24	在这里只为等他出现21   173    63   1  17。。。老爸	真诚陈	1
583	1.1	178	75	-1	6	26		妍你微笑很美	2
584	1.1	172	82	0.5	5	33	有种爱叫有缘相聚无分相守，既然我们不能相守就必须守住这每一次相聚！	UNCLESHOOTERQ	1
585	1.1	175	95	-1	19	24	"关注在往下说话。我喜欢瘦的帅哥。不要错过哦。人的一生，既不是想象中的那么好，也不是想象中的那么坏。每个人的背后都会有辛酸，都会有无法言说的艰难。每个人都会有自己的泪要擦，都会有自己的路要走。只要记得，冷了给自己加件外衣；饿了给自己买个面包，痛了给自己一份坚强；失败了给自己一个目标，跌倒了在伤痛中爬起，给自己一个宽容的微笑继续往前走，做最真实的自己。

 从黄昏的秋天的树叶慢慢的落下那天起，过去的就让他过去吧。是不会在回到以前的。还是这样的一个深秋树叶又慢慢的要洛下了。让他无扰无助的慢慢落下吧。"	喜青帅0c	1
586	1.1	172	73	1	588	44	喜欢可以直接问我要微信号	千灯古镇	1
587	1.1	190	75	1	52	24		听你说我听	0
588	1.1	120	30	1	6	20		我租	0
589	1.1	177	70	1	19	22		保安队员在	1
590	1.1	172	60	0.5	2	25	找呀找呀找朋友………😜😊        大叔，胖子，不勾搭！！！第一次迈出来！要真实的朋友哦！！25以上的………拜拜！	小杨啊	1
591	1.1	180	68	0.5	25	25	喜歡運動陽光型 無照不回	王子AnsoN丶	1
592	1.1	180	80	1	113	41	退出，退出，退出，……………………无语…………………	gaysexgeers	1
593	1.1	120	30	1	0	20		bvjgf	0
594	1.1	169	65	0.5	3	26	"在成都工作一年半（IT行业），工作稳定，相貌一般，性格开朗，经济完全独立。
喜欢旅游，马拉松，看书，游泳，电影。诚心征bf。"	Kaffteed	2
595	1.1	180	85	0	20	27		梵晨	1
596	1.1	175	60	1	210	29		稀里糊涂321	1
597	1.1	175	54	0.5	11	21	爱与不爱又怎样，早就忘了爱的感觉了	A小鹿晗Ay	1
598	1.1	172	60	-1	0	26	百年修来共船渡！千年修来共枕眠！你我能相识都是缘分！不管怎么样我都会好好珍惜的！	f精子库	2
599	1.1	175	52	-1	4	21	"我抽烟 黑化 厌世 
可我知道我是个好男孩
真正的碧池喜欢寸头 健身 蓄胡 标榜阳光"	喵Targaryen-	1
600	1.1	180	63	0.5	22	21	 .照片都是我，只不过时间段不同1***********微信	偷懒	1
601	1.1	175	66	0.5	21	25	不约炮，希望遇到聊的来的兄弟，喜欢肌肉型的，照片本人	kenddyyy丨	1
602	1.1	178	85	1	29	23	喜欢帅气的清新小瘦受，胖子勿扰，MB 勿扰	wycnjh丶	1
603	1.1	175	59	1	21	25	自从注明头像和照片都是本人之后，上来求做爱的人真是不计其数，外貌协会的社会，我也真是无语了！	影骑士	1
604	1.1	178	80	0.5	30	53	我是混血，不喜欢闲聊！	G心难测	1
605	1.1	173	55	0.5	117	21	大叔我们不约好不好。先关注再聊哈哈。	Tony宅	1
606	1.1	170	75	-1	4	24	      喜欢你是因为你是男人，男人就该有男人样。东北人在唐山打工，喜欢中年朋友，年轻人勿扰。微信z1429473028	z做我自己nE	1
607	1.1	172	70	0.5	1	25	。。无话可说	Wolxd-	1
608	1.1	168	58	1	5	25	未成拥有，有什么遗憾的。喜偏胖的中老。	小青喜胖中老王子	1
609	1.1	171	65	1	35	21	喜熊狒！只看看，不找！	东经北纬v	1
610	1.1	177	60	-1	20	28	只是想找个喜欢人一起删了这该死的软件就那么困难吗 	yvgh	1
611	1.1	172	51	0	10	22	蔡依林八年脑残粉and骚气很重谨慎关注😑	求帅哥屮	1
612	1.1	177	85	0.5	74	47	真诚交友的联系，找个合适能同甘共苦的Bf	一帅一一	1
613	1.1	175	62	-1	1	26		P别指望我长得好看	1
614	1.1	176	62	-1	138	30	"图像本人，不喜勿扰！
不喜胖娘，谢谢…"	氵羊氵羊	1
615	1.11	169	55	-1	2	25	只聊天哦！！！！	开元oliverk	1
616	1.11	172	60	1	7	25	看清楚了再找我聊天，别找我约炮，要约约你妹去	小影h	1
617	1.11	180	70	0.5	24	25	直接说	yufanlin-	1
618	1.11	172	93	0.5	13	25	找个平凡的人过一生，喜欢我的就联系，qq.2628203638  本人中年有点胖有点壮  微信yinshiying36917295	70中年人生Q	1
619	1.11	179	69	0.5	19	24	愿做菩萨的那朵莲	森爱请深爱8	1
620	1.11	170	75	1	6	31	我活了	曾经有爱你	1
621	1.11	172	65	0.5	0	25	一下子就冬天了	yhhlh丶	1
622	1.11	172	70	0.5	5	25	Who you want to meet! 🌸	SKY32丶	1
623	1.11	176	55	0	26	20	不善于言谈，想找个平时互相关心，节假日看个电影，近郊溜达溜达的人。想法简单、如果你跟我一样就加微信吧！1083872859	龙蛇戏牡丹R	1
624	1.11	171	65	-1	5	24	死生契阔，与子成说。执子之手，与子偕老。	似想非想小哥	1
625	1.11	173	55	1	13	23		算命的说我命里缺	1
626	1.11	182	68	0.5	744	26	"no pic no chat
没照假照的请不要m我！谢谢！
wechat：2358152050"	汤勺超人	1
627	1.11	167	56	-1	2	29	"      长得太丑，勾搭需谨慎。不喜欢心智比我幼稚的，不喜欢比我矮的，不喜欢J比我短的，不喜欢胖子。
      我走心的。走外在的就不要打招呼了。
      微信： kunxiaojian"	吴允耀U	1
628	1.11	175	66	0.5	2	24		USERXB6NB7	2
629	1.11	170	51	-1	16	29	"白袜控，爷们，干净，不乱，
找BF、希望你能专一，不乱，干净 爷们，能带着一颗真诚的心，（娘炮、墨迹、骚货的远离），符合的来…（不约，聊天请慎重）…
静静的等待 ，默默地守候
等待你出现 ，守候爱到来"	伱等待	1
630	1.11	178	65	-1	5	26	享受孤独带来的欢愉。	g我从没有去过纽约	1
631	1.11	175	64	-1	150	30		快乐的mokey	0
632	1.11	172	62	0	12	29	   当你想要从单身被带走幸福的时候别忘记:G圈里永远都是欲望带动一切的。也许你当成挚友的人曾经就睡过你的BF；也许你所在的什么QQ群微信群里都是你睡来他睡去的情况，不是连襟就是妯娌；也许你新交的男友在带出去KTV当晚里就被别人厕所里干了，也许你仰慕的男神只要几千块就可以手到擒来；也许早上说爱你的BF中午已经开好了约炮的房间了！也许你朝思夜想恋恋不忘的他在别人身上卖力或者身下呻吟，也许对你微信、QQ里还说爱你的人，正在被别人撞击着,但还是有值得的人. 照片都是blued热门的，借用。说的真好 。	一万光年宝贝	1
633	1.11	172	72	0.5	2	29	"想找个正常的老公，卻来了一堆不正经的⋯
只想找个安稳，靠谱的，不欺瞒的一起平淡生活
作为一个男人，你能有一份正常，有前景，稳定的工作吗？
假照片太多，资料太虚，不会轻易相信
不喜欢乱搞10，除非认定你是my Mr. Right
不是来真的，乱的，别打扰我，谢谢
若愛，請深愛，
若弃，請彻底，
不要愛眛，伤人伤己
伤不起！"	Parko霸道	1
634	1.11	176	62	-1	143	26	勿扰！	gamtp	1
635	1.11	183	65	-1	79	25	"性格冷。照片本人。
在和我聊天之前，先让我看到你的脸。"	蛋的青春123	1
636	1.11	173	53	-1	27	24		梦开始了123456	1
637	1.11	178	70	-1	2	28	愿的一心人；白头不相离	生何缘	1
638	1.11	173	65	1	22	26	梦想和现实总是有段距离	叫我花公子	1
639	1.11	170	65	1	2	22	最美自然，心神宁静！	美人神共愤	1
640	1.11	180	90	0	6	27	很胖不丑 期待缘分	骨汤	2
641	1.11	175	55	-1	8	29	照片是我，我是照骗，哈哈哈哈	就上来一天	1
642	1.11	185	95	1	12	26	不得不说这个世界我还是知之甚少。。	edenhu5	1
643	1.11	176	60	0.5	5	26	好累，找个朋友，在夜里抱抱，我开心时，他能一起开心，我难过时他能安慰我，你是他吗	道不知小	1
644	1.11	180	63	0.5	13	21	"大家好，我叫Ryan,很高兴认识大家，希望能和你们做好朋友，但同时希望你们能多多关注我，动一动你们的小手指来关注我吧，😊

真心找男朋友，要求天蝎座，能住在一起的，有点外协，勾搭需谨慎（不约）

性格严重矛盾体，身材控，眼控，喜欢好看的眼睛
 
动态照片本人……

表示我已经出柜，会做饭做家务

同时唱歌跳舞都行

属性：傲娇，孤僻，天然呆

大叔和胖胖，请自觉，不要来打扰我……

微信和QQ：1875289602"	Ryan维泽君8	1
645	1.11	178	65	-1	7	26	，一个人的生活很难过，但可以过。两个人的生活，根本就没有难过这一说，如果不是真心，那一句不和，立马一拍两散。我双眼皮控。外协。可以做基友，而不是男友。	Cheng较瘦丶	1
646	1.11	172	68	1	12	26	本人照片.喜欢有修养帅哥，娘不娘泡可以接受。约炮，视频激情勿扰！（无照不复，谢谢理解！）	布无鸣男	1
647	1.11	170	63	1	27	28	职业:建筑设计师一枚，目前做项目管理了。去过非洲，东南亚，经历较为丰富，外文尚可，喜欢交有理想有高级趣味的朋友。情感:爱的人不在身边。动机:这个圈子太乱太狭隘，上软件单纯为了看看直播。	常昊灵灵	1
648	1.11	177	65	-1	113	26	该奋斗的年纪，不要选择安逸。	一杯雪	1
649	1.11	182	85	0	22	26	想找个有情有义的人！未婚，寻勇敢、有文化、有教养、有责任心的男人结婚！我想结婚了，岁数大了！	天蝎丶	2
650	1.11	175	95	0.5	15	26	谁愿意来  认领我！	黑请闭眼	1
651	1.11	175	70	0	21	28	一切从聊天开始， 拒绝一次性照片！	帅哥喜爱吃下面	1
652	1.11	175	80	-1	70	50	户外天体驴游畅聊……福建籍的免谈	户外1运动	1
653	1.11	177	68	-1	4	27	有缘自会相识	dsshsgdhbe	1
654	1.11	168	64	-1	23	49	如果有缘，总有相遇的那一刻，彼此相视的那一眼，注定今生今世的不离不弃如影相随，你就是我，我就是你！	jimotiankong	1
655	1.11	172	65	0.5	38	28		apui	0
656	1.11	175	65	0.5	2	26	"
花开荼蘼，淡看浮华；在世如莲，静心素雅。"	夏昭昭负流年	1
657	1.11	178	66	0.5	44	22	择一人陪终老。伴一人永不离。	2鸿福有戏	1
658	1.11	175	70	1	16	20	我只想安安分分的拥有一个家	小攻在找小受X	1
659	1.11	183	74	0.5	12	21	既然不见，何必思念	尛小爱6	1
660	1.11	173	59	-1	103	31	👋	空城恋鬼	1
661	1.11	170	58	0	2	26	不见人，不发照，聊天可以，其他勿扰，顺其自然。	路的影	1
662	1.11	175	65	-1	7	25	互尊互爱	Xwkhg-	1
663	1.11	178	71	0.5	130	28	"招聘一个 真心爱我的人！不离不弃！不背叛！　　　　　　　　　　　　　　　　　 
期限：1314　　　　　　　　　　
工资：520.00　　
　　　　　　　　　　
 这个合约，谁敢签？　　　　　　
 转发到自己朋友圈，看看有没有人敢和你签约"	博阳装饰	1
664	1.11	175	56	0	6	20		tttttyyy	1
665	1.12	179	68	1	310	31	不约，别点关注，把我搞的像个名媛似的，谁点关注，直接拉黑！	零下十度的爱情	1
666	1.12	162	70	0	20	25		熊丿小	1
667	1.12	175	65	0	5	21	你什么时候能出现呢。	Dgjjf	1
668	1.12	170	55	0.5	4	24	23 170 55 sm西宫，拜托了25岁以上勿扰  QQ2742241952 【太原G白袜帅哥  399309248】	纹豹S	1
669	1.12	175	73	1	25	20	健美俱乐部	中国健美s	1
670	1.12	174	61	0.5	6	27	所有深爱都是秘密，	夏t-	1
671	1.12	181	54	0	1	22	有没有愿意交朋友的，形象好，气质好的优先，有真人照片优先	请叫我A宝宝夫	1
672	1.12	185	60	0.5	13	26	 ทักได้ นะคราฟ	donutdearestC	1
673	1.12	180	74	0.5	38	20		大大大diao哥	1
674	1.12	173	71	1	31	32	喜欢就加我微信吧，578882472	猪猪侠159258	1
675	1.12	179	71	1	169	31		寂寞交友	1
676	1.12	172	55	1	54	25		弱智儿^^	1
677	1.12	172	60	0	33	26	"はじめまして。このしゃしんはわたしのです。
非单身，仅交友，不约。"	哀木梯	2
678	1.12	175	66	0	12	20	"约我请先发照片😗
麻烦别发销毁的啦
反应慢还没看就没啦_(:_」∠)_"	列芙	1
679	1.12	178	62	-1	7	26	聊成熟或健壮中年！瘦母丑勿扰！没有相片免谈！微信。 jinxiaojie988230	男神棒小伙28	1
680	1.12	170	58	1	15	29	天鹅高飞永不回，良字去头双人配，双木成林心相连，您若无心各自飞！	迟到的幸福	1
681	1.12	175	70	1	6	26	聊天前请带上照片。年纪大的 胖的请远点。25岁以上请勿 si hi	生不老的大攻	1
682	1.12	170	67	0.5	1	26	哇？一杆见底	塞満你的菊k	2
683	1.12	173	60	0.5	16	21	～～～交朋友 不约 互关～	EXDENNIS浮魇丶	1
684	1.12	185	52	0	4	28	寻找一起去健身房的小伙伴 。起码心理年龄比我大。精牛养成中。	天边的云默默	1
685	1.12	178	60	0.5	3	26	无照不聊！别问我为什么带墨镜，眼瞎！	小wazxk	1
686	1.12	170	65	-1	14	21	我又睡不着了	我想认识你	1
687	1.12	167	50	0.5	5	20		Bonjour666	1
688	1.12	171	53	0.5	3	25	天空昰淡藍的，你看，它布满了淺色的懮伤……照片是本人，不约，喜欢唱歌，玩唱吧的可以关注我的主页:♚Van💎💎。	懮伤	1
689	1.12	175	60	-1	4	26	愿得红罗千万匹，漫天匝地绣鸳鸯	夏罗候w	1
690	1.12	170	60	-1	8	26	"55555      22222      00000
55                  22      00  00
55555      22222      00  00
      55      22            00  00
55555      22222      00000

不玩主奴 不约炮
上来只是无聊晃悠晃悠"	Q似倾	1
691	1.12	175	60	0	41	26	想谈一场稍纵即逝的恋爱。昙花一现。	marety丶	1
692	1.12	183	56	-1	1	26	如果生命荒凉你仅默然微笑安然前行我便随你海角天涯	差不多的先生WOWU	1
693	1.12	175	67	0.5	4	22	一片独特的树叶，为什么要和别人一样！	失的信仰	1
694	1.12	168	60	0	11	21	时间，距离。	魔头君主	1
695	1.12	174	68	-1	100	23	#	东东buibui	1
696	1.12	176	60	0	2	20	放心里！	IvanSH丶	1
697	1.12	174	65	0.5	25	26	老的，胖的，离我远点，真心交友，谢谢	冉G	1
698	1.12	179	60	0	61	18	想睡直男。或者自己喜欢的男生。那就找我私聊。	小强的老婆	0
699	1.12	185	78	0	263	25	公翘臀0 喜欢熟男1 。瘦小矮 没素质 没工作 阅后即焚 复读机勿扰！	翘耐公0	1
700	1.13	173	60	1	8	26	第一步进入主页必须关注下～轻轻一点真诚的祝福送给你 愿你今天发～明天发～中国银行搬你家～第二步可加可不加 微信zyzfwl～～～	水蛇6	1
701	1.13	174	70	0.5	0	26	QQ1280010727	k偏爱海的蓝	1
702	1.13	171	58	-1	9	28	"纯粹来支持耿乐的，这些年看到乐叔不仅仅是在做同志社交软件，做网站，更是把同志的正能量展现给社会，把同志带向阳光地带，让社会更加用平常心看待我们这个群体，希望淡蓝越来越强大，同志的蓝天越来越广阔！
"	患得患失G	1
703	1.13	175	65	-1	1	20	怀旧是病,无药可医。	8弗拉基米尔侯爵	1
704	1.13	173	58	0	9	27	我的零食分你一半，你就一直在我身边好不好？再不行，零食都归你，你归我。	苏小莫一冷血心F	1
705	1.13	171	57	1	280	23	"我用平仄谱的恋曲
你以沉默敲的晚钟
（不约，约请绕道）"	头上的蘑菇可以吃了	1
706	1.13	172	60	1	1239	30	身体可以没有灵魂，赤裸的通撤。尘世中迷醉流金，肆无忌惮的沉溺。在最舒适的地方自我欢愉。宣泄过后的没落，游离醉与罪之间，不经意的轻抚，挑动最原始的狂野，原醉，原罪！请在打呼之前带上你的照片，假照片或没照片就不要打招呼了。微信340138639	爱逝去	1
707	1.13	178	60	0.5	31	21	既然不能唯爱一生，何必不珍惜眼前，用心爱个轰轰烈烈。非诚勿扰！	那个幼稚的我	2
708	1.13	174	60	0.5	4	22		flzk	1
709	1.13	177	60	0	19	26	"Mr. Right：
    你应该有自己的梦想，自己的目标，自己的生活，你走在对的道路上，自然会遇到对的人，他们或许陪你一段路，或者与你共度一生，你没办法奢求天长地久，但你至少可以保证，每个你遇见的爱上的人，都是正确的人，给你正能量，给你快乐和欣喜，给你美好的回忆。
        你要先让自己成为积极的努力的开朗的活泼的人，才有可能遇到同样的男人。
       退一万步说，到时候，哪怕你一直没有收获爱情，你也收获了人生。"	YBottom是受	1
710	1.13	173	62	-1	32	30	"
No anal sex for SAFE 

all from chatting plz"	谈情说说爱	1
711	1.13	175	58	-1	168	28	"欣赏五官轮廓俊郎有型，看起来有一点点坏👀深邃勾人，身材匀称或有料，器大活好，秉性纯良性格独特相处（比较有挑战性）
动不动就爆粗口人身攻击的一律拉黑，聊天墨迹半天不会的直接拜拜。
有才华的艺术气男或爱好健身活力运动男，优先钟爱，其实说白也没个什么标准主要看眼缘与感觉，所以我在等，如果有我也配得上。

"	LI寰宇	1
712	1.13	181	66	1	298	24	逗	时间的海	1
713	1.13	176	70	0	925	29	微信，zjsz75	克里斯斯斯	1
714	1.13	173	65	1	0	29		爱你一万年mk	0
715	1.13	178	66	1	12	27	平常看似朴实的风景，都能在相机的一角惊艳不已。躺在车里，听窗外的雨声，很感谢自然能给予一片绿，又给予一阵雨~	N泽-	1
716	1.13	177	65	1	67	26	"乐观，上进，热爱生活，讲义气..
我还挺爷们儿的
本人海外工科男，比较喜欢理工科的，当然重要的还是看感觉
（无照不回）"	红海J-	1
717	1.13	175	65	1	31	25	。	噼里啪啦123	1
718	1.13	168	54	0	11	26	单身精瘦找男朋友…照片本人…合适可加微信号～huang-zi-wei-	痴儿梦x	1
719	1.13	170	55	-1	9	21	各位朋友们来酒吧联系我 1***********	童话里捡贝壳的小孩	1
720	1.13	170	50	0	2	20	"关于你的所有 都无关于我
我放弃了
没有我   希望你永远也不要幸福。 

 [不约、无照。先聊聊  觉得合适的话再见面也不迟。一上来就问照问约，接受不了。]"	愿你我从此就像平行线N	1
721	1.13	175	55	-1	7	25	只交友( •̀∀•́ )	U夏夏夏夏纯	2
722	1.13	175	55	0.5	20	26	"没礼貌的别说话，
纯1可以绕路了"	valar小叔	1
723	1.13	172	69	1	11	47	人生短暂，再大的困难也算不了什么，过好每一天。	死里逃	1
724	1.13	176	65	0.5	0	26	在不对的时候遇到对的你	天空蓝818阿	1
725	1.13	175	65	1	62	28	紫砂壶和兰花以及品茶爱好者	喜熊lee	1
726	1.13	176	78	1	6	34	暖一颗心要多少年，凉一颗心只需一瞬间!不管是友情还是爱情，你来，我热情相拥，你走，我坦然放手!不属于我的东西，我不要。不是真心给我的东西，我不稀罕。时间在变，人也在变。所以，遇见时，请一定要感激。相爱时请一定要珍惜，因为一转身可能就一辈子，不会在见了!MB请绕道	壮壮熊a-	1
727	1.13	172	56	0.5	2	20	不约，因为我不好看。也不聊天，因为我是冷场帝。能做的也就在你伤心高兴的时候默默做你辅助，在你伤心的时候做你中单carry全场。	Mariu小志K	1
728	1.13	175	62	0	8	25	Limyname wechat	Manjusa丶	1
729	1.13	178	65	0.5	207	22		阳Sir爱喝奶	1
730	1.13	179	55	0	170	22		狐首妲己	1
731	1.13	170	53	0.5	5	26	这个软件杂用哦	Jimyang丶	1
732	1.13	175	78	0.5	21	33	关注再聊，谢谢！	寻找鑫鑫	1
733	1.13	170	60	0.5	2	26	一点点帅就出来卖，真是气死老子了，我那么帅都没有卖，你们有想过我们这些帅哥的感受吗？哼！想交年轻有素质的肌肉帅哥朋友……！	我是俊浩郎	1
734	1.13	179	74	0	2	26	"每当你又想念着她 总会偷偷说着情话 
每当我又无法自拔 痴情的人总是太傻 

每当你又想念着他 不要把我抱紧好吗 
每当眼泪不能流下 苦苦在微笑中挣扎 "	-小笨喜欢他	1
735	1.13	170	67	0	13	32	零上一度°	画个圈圈你来不	1
736	1.13	180	76	0.5	8	24	不约，找个聊的来的朋友真难	一声之后然后	1
737	1.13	175	65	1	20	25	今年有是雪灾降临时，愿众生们做好雪灾来临的准备，南无阿弥陀佛	E永存在心理	1
738	1.13	175	65	0	20	26	头像本人。找个好基友。他们说我是骚受，但我爱叔叔～。微信：LZ18296     。	小男人一只t	1
739	1.13	175	60	0	15	26	天冷了啊，希望有个能暖被窝的人。	一个人小小D	1
740	1.13	170	53	0	10	20	但见泪痕湿，不知心恨谁。	黑色叮叮	1
741	1.13	172	70	1	4	26	最是人间留不住，镜辞朱颜花辞树！	海薄荷	1
742	1.13	177	60	-1	216	26	只愿你我心意相通	面包超人	2
743	1.13	175	57	0	15	26	够了，胖子，大叔，戴眼镜的，没照片的不要再跟我say hi了啊	BOi-	1
744	1.13	172	69	0	6	29	人生本来不易，同志更是艰难。不约炮，找个靠谱的男友。	比伦2046	1
745	1.13	175	57	1	25	30	可以不爱，但别欺骗！	消逝随风	1
746	1.13	175	63	1	5	26	打造品牌潮流模式！展然自我形象平台！活力活佳男绽放魅力。	直男模式T	2
747	1.13	172	89	0.5	55	28	"上软件，好象是看一场僵尸展示……
"	一熊大2	1
748	1.13	173	77	0	10	28	"没有好的身材和脸，有健康的身体；
没有家产万贯，有勤劳双手；
只想遇到能一起过安稳安静踏实生活的优美1。"	看看就好了呀	1
749	1.13	174	64	0.5	40	24	USTCer，求个长久的男朋友，约炮勿扰，约炮勿扰，约炮勿扰！！！！！！	h-h-h	1
750	1.13	175	70	0.5	31	37	"似水流年。珍惜，珍重……
"	andy1212	1
751	1.14	170	63	1	18	27	My pin 58645642	KokoChex	1
752	1.14	178	200	1	7	28	          我给过你的，给不了第二个人，你给过我的，也请你不要再给第二个人＆	给你我的心i0	2
753	1.14	185	75	1	5	75	我又窮又老又醜，找型帥富的請勿找我，謝謝！	布ff4220	1
754	1.14	175	78	1	8	26	还是离开吧。	雄哥阿	1
755	1.14	180	86	1	97	35	TOP	Shteddy-	1
756	1.14	173	65	1	4	25	合适就私奔吧！头像不是我	天真的喜欢	1
757	1.14	172	76	0.5	43	26	一路走来，缘起缘灭。	小2015一路有你	1
758	1.14	174	62	1	42	20	你是猪么！	我是你爸--	1
759	1.14	177	63	-1	16	28	兄弟之情，朋友之谊。	自爱才能爱人I	1
760	1.14	175	55	0.5	525	23	喜欢我的，私聊我噢！	失去1990	2
761	1.14	178	68	-1	3	28	长的帅的、不娘不胖不乱的来吧！希望相互不打扰私人生活！可以加微信：1253212778	哎唷喂	1
762	1.14	175	60	-1	46	21	宁缺毋滥	feet丶	1
763	1.14	175	65	-1	6	30		福州找0	1
764	1.14	172	62	1	1110	33	诚交可以带我打羽毛球的球友，也可以是好朋友，喜欢公0！不愿发相片的就别打招呼了！	斯文攻子	1
765	1.14	176	76	-1	2	26	时光静好，与君语；细水流年，与君同；繁华落尽，与君老！	S自笑狂夫	1
766	1.14	179	66	1	12	29	不约炮，只交友，希望我们能成为好友	Kaka爱自由C	1
767	1.14	170	56	0	2	26	"提出那些无理要求的请自重，省得被羞辱！
我这款你玩不起！💪
聊的投机的话看个🎥，喝个☕，都是不错的！
目的性不要太强！🌸"	华梦中人	1
768	1.14	180	65	-1	7	19	單身不談情 關注送鈣片	禽小畜男	1
769	1.14	170	54	0.5	14	19	QQ2533796013，微信pclove20   爱一个人就是希望对方幸福，即使不能在一起，但是能够做一个在他伤心，难过的时候可以诉苦，可以安慰的对象也就足够了！	绝世小酥酥F	1
770	1.14	173	50	-1	19	26	"如若相爱，便携手到老；
如若错过，便护他安好。"	歌lcsca	1
771	1.14	180	80	1	54	43	人生如戏，戏如人生	K落叶-枫	1
772	1.14	178	65	1	16	26	     这有两个我，一个冷漠，一个热情。你怎么对我，我就怎么对你，就是这样！，，，，请勿打扰，，，，	丨岚	1
773	1.14	167	63	1	18	25	大四玩这个还有什么意义？我不擅聊天，不是高冷，而是无情。小舟从此逝，江海寄余生。	从此江海寄余	1
774	1.14	176	58	1	16	27	"用骨感的理想，遥望虚胖的现实。
老、丑、胖、妖、娘请勿扰。尤其是丑的，别找我说话！"	SJIMlover	1
775	1.14	176	68	-1	15	33		逍遥哪去了	2
776	1.14	173	59	0.5	3	24	靠近阳光。天气晴朗。	Deserved丶	1
777	1.14	176	70	-1	7	24	"      我喜欢像任重，包贝尔那样的暖男，我单身，已出柜，这条路很难走，想找个人陪我一起走，胖子勿扰！可以加我qq.微信.1594479055   胖子勿扰！
      过几天就不知道去哪里了！但是还好我还活着，不会轻易去死！就算真的走到那一步，也是为了真爱，也是为了相爱却不能在一起，这个社会就容不下我，我们，我要找寻的爱情！"	我寻个暖男陪伴	1
778	1.14	185	75	0	5	19	" 我总是很想要一种很单纯的爱情
我所喜欢的自有所吸引我的地方
我不期望爱终会被爱
我只希望我的付出会有回报
"	氓丶	2
779	1.14	179	64	0.5	54	23		CWE文博	1
780	1.14	180	67	0	1555	20	别说话，先发照片。	Naked4	1
781	1.15	177	65	0.5	226	26		Shon13	1
782	1.15	175	68	1	125	35	直接点！没时间墨迹！找爷们公耐受。。。照片是本人！！！！！	大叔不大大叔大	1
783	1.15	172	62	-1	118	34	"

愿得一人心，白首不离分！！！
联系QQ：3036160482

只想找份真爱！安静的生活，仅此……
PS：图像不是本人，千万不要迷恋！"	BF宁缺勿滥	1
784	1.15	171	60	0	11	20		大头--	2
785	1.15	173	65	0	69	26		欧威	1
786	1.15	173	63	0.5	401	25	要照片的，先把你的发来，合适不合适都会回你，鄙视发假照片的	劍劍	1
787	1.15	176	66	-1	28	27		one丶step丶M	0
788	1.16	175	60	0.5	11	25		小123321	1
789	1.16	220	200	-1	157	80	图像不是我本人	痞子配逗比	1
790	1.16	172	62	1	13	32		中国兵器	1
791	1.16	175	65	0	940	77	"走心的欢迎勾搭，找长久朋友，26--35，单身，不婚，身高不低于175，相互喜欢，欢迎器大活好喜欢的骚扰，不要用假照片来忽悠我，这显示了你的素质及品格，你主动，我们才可能有故事～
所有的合适都是两个人的相互迁就和改变
没有天生合适的两个人
两个人朝着相同的方向努力
就是最好的爱情
不分手，一直在一起生活，
谁才是最终留在身边的那个人，你确定是你？？"	瞬间的悸动	1
792	1.16	173	61	1	480	29	big！头像本人！	Dweller-Yon	1
793	1.16	179	69	1	206	26	"这条路不易 真心祝福我们大家彼此🌈
想认识些朋友 有时候我们需要支持 理解 并一同进步👣"	小新721	1
794	1.16	176	66	0	129	27		流浪孤魂	1
795	1.16	175	75	1	77	24	牛奶等你来喝！	温凉如初	2
796	1.16	173	62	-1	189	21	老鼠扛刀，满街找猫！（有感觉互换照）	曾经的追逐	1
797	1.16	173	60	-1	1329	27	"照片都是本人 

个人标签：帅气/胡茬/爷们/健身/运动 

找什么，随缘，能谈bf最好！

酷爱羽毛球，有喜欢羽毛球的可以一起打球

不高冷  好好聊天 但高冷的请远离我！

欢迎say hi～"	Kindergarten	1
798	1.17	175	62	-1	96	25	不约，不约，不约…谢谢！	一缕阳光love	2
799	1.17	170	59	-1	48	30		没有爱情呢	1
800	1.17	173	68	1	68	25		哎鸥利亚	1
801	1.17	167	68	-1	38	30	"小城里 岁月流过去 
清澈的勇气 
洗涤过的回忆
我记得你
骄傲的活下去"	弟弟的小弟弟	1
802	1.17	172	64	1	420	30		鸣仔	1
803	1.17	175	65	-1	87	36		亲爱的小老虎	1
804	1.17	176	62	-1	434	23	闭上眼   当一切都是梦     我就是这么活过来的	童槊槊	1
805	1.2	130	70	1	578	80		西安第一	1
806	1.2	170	58	1	397	30		法兰西之颠	1
807	1.2	180	62	-1	65	26		等风吹过丿	1
808	1.2	172	58	1	27	25	不约 谢谢	cupcaked	1
809	1.21	176	64	0.5	131	29	找普通朋友！不约炮！约炮勿扰！每个人都有梦想！我的梦想就是开发一款软件可以治好所有人的疾病	套装帅	1
810	1.21	180	73	-1	355	27	以前觉得自己挺丑，自从用了不撸帝，发现原来大家都挺丑的	切斯特教堂	1
811	1.21	170	59	1	1032	22	闪照勿发	ncwr	1
